,sEXT,sNEU,sAGR,sCON,sOPN,positive,negative,joy,sadness,fear,disgust,anticipation
4280,2.95,3.15,3.9,4.0,3.9,2,2,1,0,0,0,2
4281,2.95,3.15,3.9,4.0,3.9,3,1,2,0,1,1,0
4282,2.95,3.15,3.9,4.0,3.9,1,1,1,1,1,0,0
4283,2.95,3.15,3.9,4.0,3.9,0,1,0,0,0,0,0
4284,2.95,3.15,3.9,4.0,3.9,2,1,0,1,1,0,0
4285,2.95,3.15,3.9,4.0,3.9,3,1,1,0,0,0,0
4286,2.95,3.15,3.9,4.0,3.9,1,1,1,1,1,1,1
4287,2.95,3.15,3.9,4.0,3.9,1,1,0,0,1,0,1
4288,2.95,3.15,3.9,4.0,3.9,4,4,1,0,1,1,0
4289,3.7,3.15,4.3,3.75,3.85,4,0,1,0,0,0,2
4290,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4291,3.7,3.15,4.3,3.75,3.85,3,1,3,1,0,0,1
4292,3.7,3.15,4.3,3.75,3.85,0,0,0,0,0,0,0
4293,3.7,3.15,4.3,3.75,3.85,2,0,1,0,0,0,0
4294,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4295,3.7,3.15,4.3,3.75,3.85,2,0,2,0,0,0,0
4296,3.7,3.15,4.3,3.75,3.85,2,0,1,0,0,0,0
4297,3.7,3.15,4.3,3.75,3.85,0,1,0,0,0,0,0
4298,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4299,3.7,3.15,4.3,3.75,3.85,2,0,2,0,0,0,1
4300,3.7,3.15,4.3,3.75,3.85,0,0,0,0,0,0,0
4301,3.7,3.15,4.3,3.75,3.85,3,0,3,0,0,0,1
4302,3.7,3.15,4.3,3.75,3.85,2,0,2,0,0,0,0
4303,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,1
4304,3.7,3.15,4.3,3.75,3.85,3,0,3,0,0,0,1
4305,3.7,3.15,4.3,3.75,3.85,3,0,3,0,0,0,1
4306,3.7,3.15,4.3,3.75,3.85,1,2,0,0,1,0,0
4307,3.7,3.15,4.3,3.75,3.85,2,0,2,0,0,0,1
4308,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4309,3.7,3.15,4.3,3.75,3.85,1,2,0,1,1,1,1
4310,3.7,3.15,4.3,3.75,3.85,2,2,0,1,1,0,0
4311,3.7,3.15,4.3,3.75,3.85,2,6,0,5,3,1,1
4312,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4313,3.7,3.15,4.3,3.75,3.85,2,1,2,1,1,1,1
4314,3.7,3.15,4.3,3.75,3.85,5,0,5,1,0,0,3
4315,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,1
4316,3.7,3.15,4.3,3.75,3.85,1,0,1,0,0,0,0
4317,3.7,3.15,4.3,3.75,3.85,3,2,2,1,1,1,3
4318,3.7,3.15,4.3,3.75,3.85,4,2,3,1,0,0,1
4319,3.7,3.15,4.3,3.75,3.85,2,0,1,0,0,0,0
4320,3.7,3.15,4.3,3.75,3.85,0,0,0,0,0,0,0
4321,3.7,3.15,4.3,3.75,3.85,0,0,0,0,0,0,0
4322,3.7,3.15,4.3,3.75,3.85,4,0,3,0,0,0,2
4323,3.7,3.15,4.3,3.75,3.85,2,1,1,0,0,0,1
4324,3.7,3.15,4.3,3.75,3.85,0,0,0,0,0,0,0
4325,3.7,3.15,4.3,3.75,3.85,1,0,0,0,1,0,1
4326,3.7,3.15,4.3,3.75,3.85,2,0,2,0,0,0,1
4327,4.45,2.5,3.05,3.65,3.9,2,0,2,0,0,0,1
4328,4.45,2.5,3.05,3.65,3.9,1,2,1,0,0,0,0
4329,4.45,2.5,3.05,3.65,3.9,0,1,0,1,0,0,0
4330,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,1,0
4331,4.45,2.5,3.05,3.65,3.9,0,2,0,0,0,0,0
4332,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,0
4333,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4334,4.45,2.5,3.05,3.65,3.9,2,0,0,0,0,0,0
4335,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,0
4336,4.45,2.5,3.05,3.65,3.9,4,3,2,0,0,0,2
4337,4.45,2.5,3.05,3.65,3.9,3,0,1,1,1,0,0
4338,4.45,2.5,3.05,3.65,3.9,4,2,4,1,1,1,3
4339,4.45,2.5,3.05,3.65,3.9,1,0,1,0,0,0,0
4340,4.45,2.5,3.05,3.65,3.9,5,0,3,0,0,0,1
4341,4.45,2.5,3.05,3.65,3.9,5,1,3,1,0,0,2
4342,4.45,2.5,3.05,3.65,3.9,1,3,1,2,0,0,0
4343,4.45,2.5,3.05,3.65,3.9,0,2,0,0,0,0,0
4344,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,1
4345,4.45,2.5,3.05,3.65,3.9,1,2,1,0,0,0,0
4346,4.45,2.5,3.05,3.65,3.9,3,0,1,0,0,0,1
4347,4.45,2.5,3.05,3.65,3.9,1,2,1,2,1,1,1
4348,4.45,2.5,3.05,3.65,3.9,2,1,1,0,0,0,2
4349,4.45,2.5,3.05,3.65,3.9,0,0,0,1,1,0,1
4350,4.45,2.5,3.05,3.65,3.9,1,0,1,0,0,0,0
4351,4.45,2.5,3.05,3.65,3.9,5,1,3,0,0,0,2
4352,4.45,2.5,3.05,3.65,3.9,3,1,1,1,1,1,1
4353,4.45,2.5,3.05,3.65,3.9,5,1,5,1,1,0,5
4354,4.45,2.5,3.05,3.65,3.9,1,1,1,1,0,0,1
4355,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,1
4356,4.45,2.5,3.05,3.65,3.9,1,0,1,0,0,0,1
4357,4.45,2.5,3.05,3.65,3.9,1,0,1,0,0,0,1
4358,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,0
4359,4.45,2.5,3.05,3.65,3.9,3,5,3,3,2,1,2
4360,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4361,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4362,4.45,2.5,3.05,3.65,3.9,3,2,2,1,1,0,0
4363,4.45,2.5,3.05,3.65,3.9,1,0,0,0,0,0,0
4364,4.45,2.5,3.05,3.65,3.9,2,0,1,0,0,0,1
4365,4.45,2.5,3.05,3.65,3.9,4,0,4,0,1,0,1
4366,4.45,2.5,3.05,3.65,3.9,2,4,1,3,2,0,3
4367,4.45,2.5,3.05,3.65,3.9,1,2,0,1,1,1,0
4368,4.45,2.5,3.05,3.65,3.9,2,1,2,1,1,1,1
4369,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4370,4.45,2.5,3.05,3.65,3.9,4,3,4,2,1,0,2
4371,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4372,4.45,2.5,3.05,3.65,3.9,1,2,1,1,1,1,1
4373,4.45,2.5,3.05,3.65,3.9,0,1,0,0,0,0,1
4374,4.45,2.5,3.05,3.65,3.9,2,0,2,0,0,0,1
4375,4.45,2.5,3.05,3.65,3.9,3,3,3,3,1,0,1
4376,4.45,2.5,3.05,3.65,3.9,1,3,1,1,1,1,1
4377,4.45,2.5,3.05,3.65,3.9,3,3,3,0,1,0,2
4378,4.45,2.5,3.05,3.65,3.9,2,1,1,0,1,0,2
4379,4.45,2.5,3.05,3.65,3.9,1,0,0,0,1,0,0
4380,4.45,2.5,3.05,3.65,3.9,1,1,1,1,1,2,1
4381,4.45,2.5,3.05,3.65,3.9,7,2,6,2,2,1,3
4382,4.45,2.5,3.05,3.65,3.9,3,0,3,0,0,0,3
4383,4.45,2.5,3.05,3.65,3.9,7,5,4,2,2,0,3
4384,4.45,2.5,3.05,3.65,3.9,2,1,2,0,0,0,2
4385,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4386,4.45,2.5,3.05,3.65,3.9,2,0,0,0,0,0,0
4387,4.45,2.5,3.05,3.65,3.9,4,2,1,1,1,0,1
4388,4.45,2.5,3.05,3.65,3.9,5,4,2,2,0,0,0
4389,4.45,2.5,3.05,3.65,3.9,5,2,2,0,0,0,0
4390,4.45,2.5,3.05,3.65,3.9,2,3,2,2,1,1,2
4391,4.45,2.5,3.05,3.65,3.9,1,2,0,1,0,1,0
4392,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4393,4.45,2.5,3.05,3.65,3.9,6,3,6,0,0,0,2
4394,4.45,2.5,3.05,3.65,3.9,3,1,2,0,0,0,0
4395,4.45,2.5,3.05,3.65,3.9,4,0,3,0,0,0,3
4396,4.45,2.5,3.05,3.65,3.9,4,0,3,1,0,0,1
4397,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4398,4.45,2.5,3.05,3.65,3.9,6,3,1,2,3,1,3
4399,4.45,2.5,3.05,3.65,3.9,8,7,5,2,1,1,3
4400,4.45,2.5,3.05,3.65,3.9,6,3,2,2,1,0,2
4401,4.45,2.5,3.05,3.65,3.9,4,0,4,0,0,0,2
4402,4.45,2.5,3.05,3.65,3.9,1,4,1,2,0,0,3
4403,4.45,2.5,3.05,3.65,3.9,1,0,0,0,0,0,0
4404,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4405,4.45,2.5,3.05,3.65,3.9,5,1,4,0,0,0,2
4406,4.45,2.5,3.05,3.65,3.9,3,0,2,0,0,0,1
4407,4.45,2.5,3.05,3.65,3.9,0,2,0,0,1,0,0
4408,4.45,2.5,3.05,3.65,3.9,2,2,2,2,0,0,0
4409,4.45,2.5,3.05,3.65,3.9,0,2,0,0,1,0,0
4410,4.45,2.5,3.05,3.65,3.9,4,1,2,1,1,0,0
4411,4.45,2.5,3.05,3.65,3.9,2,2,1,2,0,0,2
4412,4.45,2.5,3.05,3.65,3.9,0,1,0,1,0,0,0
4413,4.45,2.5,3.05,3.65,3.9,1,2,0,1,0,0,1
4414,4.45,2.5,3.05,3.65,3.9,8,2,5,1,1,2,4
4415,4.45,2.5,3.05,3.65,3.9,0,0,0,0,0,0,0
4416,4.45,2.5,3.05,3.65,3.9,2,0,1,0,1,0,1
4417,4.45,2.5,3.05,3.65,3.9,3,0,3,0,0,0,1
4418,4.45,2.5,3.05,3.65,3.9,8,1,6,1,1,0,3
4419,4.45,2.5,3.05,3.65,3.9,5,3,4,2,2,2,2
4420,3.0,2.75,4.0,3.25,4.33,0,1,0,0,0,0,0
4421,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4422,3.0,2.75,4.0,3.25,4.33,0,2,0,0,0,0,0
4423,3.0,2.75,4.0,3.25,4.33,4,2,3,0,0,0,2
4424,3.0,2.75,4.0,3.25,4.33,1,0,0,0,0,0,1
4425,3.0,2.75,4.0,3.25,4.33,0,1,0,0,0,0,0
4426,3.0,2.75,4.0,3.25,4.33,2,0,1,0,0,0,0
4427,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4428,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4429,3.0,2.75,4.0,3.25,4.33,2,0,1,0,0,0,1
4430,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4431,3.0,2.75,4.0,3.25,4.33,0,0,0,0,1,0,2
4432,3.0,2.75,4.0,3.25,4.33,2,1,2,0,1,0,2
4433,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4434,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4435,3.0,2.75,4.0,3.25,4.33,1,0,1,0,0,0,1
4436,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4437,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4438,3.0,2.75,4.0,3.25,4.33,2,0,1,0,0,0,0
4439,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4440,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4441,3.0,2.75,4.0,3.25,4.33,0,1,0,1,1,0,0
4442,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4443,3.0,2.75,4.0,3.25,4.33,1,1,1,0,0,1,0
4444,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4445,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4446,3.0,2.75,4.0,3.25,4.33,1,1,1,1,0,0,0
4447,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4448,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,1
4449,3.0,2.75,4.0,3.25,4.33,1,1,1,0,1,0,0
4450,3.0,2.75,4.0,3.25,4.33,2,0,1,0,0,0,1
4451,3.0,2.75,4.0,3.25,4.33,1,0,1,0,0,0,0
4452,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4453,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4454,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4455,3.0,2.75,4.0,3.25,4.33,1,1,1,0,0,0,0
4456,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4457,3.0,2.75,4.0,3.25,4.33,0,0,0,0,0,0,0
4458,3.0,2.75,4.0,3.25,4.33,3,0,2,1,0,0,2
4459,3.0,2.75,4.0,3.25,4.33,1,1,1,0,0,0,1
4460,3.0,2.75,4.0,3.25,4.33,1,0,0,0,0,0,0
4461,2.65,2.75,4.65,3.1,3.7,1,0,1,0,0,0,1
4462,2.65,2.75,4.65,3.1,3.7,2,0,1,0,0,0,1
4463,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4464,2.65,2.75,4.65,3.1,3.7,2,2,2,2,1,0,2
4465,2.65,2.75,4.65,3.1,3.7,1,1,1,1,1,1,2
4466,2.65,2.75,4.65,3.1,3.7,1,0,1,0,0,0,1
4467,2.65,2.75,4.65,3.1,3.7,3,0,2,0,0,0,2
4468,2.65,2.75,4.65,3.1,3.7,5,1,1,2,2,1,1
4469,2.65,2.75,4.65,3.1,3.7,0,1,0,0,1,0,0
4470,2.65,2.75,4.65,3.1,3.7,1,0,1,0,0,0,0
4471,2.65,2.75,4.65,3.1,3.7,0,1,0,1,1,1,0
4472,2.65,2.75,4.65,3.1,3.7,3,1,2,1,1,1,3
4473,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4474,2.65,2.75,4.65,3.1,3.7,1,0,1,0,0,0,1
4475,2.65,2.75,4.65,3.1,3.7,1,1,0,0,1,0,2
4476,2.65,2.75,4.65,3.1,3.7,0,1,0,0,0,1,0
4477,2.65,2.75,4.65,3.1,3.7,11,2,2,3,3,0,1
4478,2.65,2.75,4.65,3.1,3.7,2,0,2,0,0,0,1
4479,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4480,2.65,2.75,4.65,3.1,3.7,0,1,0,0,1,0,1
4481,2.65,2.75,4.65,3.1,3.7,5,2,2,3,1,1,1
4482,2.65,2.75,4.65,3.1,3.7,3,0,2,0,0,0,3
4483,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4484,2.65,2.75,4.65,3.1,3.7,0,1,0,0,0,0,0
4485,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4486,2.65,2.75,4.65,3.1,3.7,3,0,2,0,0,0,1
4487,2.65,2.75,4.65,3.1,3.7,0,0,0,0,0,0,0
4488,2.65,2.75,4.65,3.1,3.7,3,1,2,2,2,1,1
4489,2.65,2.75,4.65,3.1,3.7,1,0,1,0,0,0,0
4490,3.25,3.25,3.75,4.25,3.5,2,0,1,0,0,0,2
4491,3.25,3.25,3.75,4.25,3.5,0,1,0,0,0,0,1
4492,3.25,3.25,3.75,4.25,3.5,0,1,0,0,1,0,0
4493,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,0
4494,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,1
4495,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,0
4496,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,0
4497,3.25,3.25,3.75,4.25,3.5,1,1,1,0,0,0,1
4498,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,0
4499,3.25,3.25,3.75,4.25,3.5,0,0,0,0,0,0,0
4500,3.25,3.25,3.75,4.25,3.5,0,1,0,1,1,1,1
4501,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,2
4502,2.71,3.57,3.14,3.64,3.57,0,1,0,0,0,0,1
4503,2.71,3.57,3.14,3.64,3.57,2,0,2,0,0,0,0
4504,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,0
4505,2.71,3.57,3.14,3.64,3.57,1,2,0,1,0,0,0
4506,2.71,3.57,3.14,3.64,3.57,2,0,2,0,0,0,1
4507,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,0
4508,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4509,2.71,3.57,3.14,3.64,3.57,1,2,1,0,0,1,0
4510,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4511,2.71,3.57,3.14,3.64,3.57,0,2,0,0,0,0,0
4512,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,0
4513,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4514,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4515,2.71,3.57,3.14,3.64,3.57,2,0,0,0,0,0,0
4516,2.71,3.57,3.14,3.64,3.57,1,2,0,0,1,1,1
4517,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4518,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4519,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,2
4520,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4521,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,1
4522,2.71,3.57,3.14,3.64,3.57,1,1,1,1,1,1,1
4523,2.71,3.57,3.14,3.64,3.57,3,0,3,0,0,0,2
4524,2.71,3.57,3.14,3.64,3.57,1,3,0,1,0,3,0
4525,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,1
4526,2.71,3.57,3.14,3.64,3.57,1,3,0,1,0,1,1
4527,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4528,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4529,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4530,2.71,3.57,3.14,3.64,3.57,4,2,2,1,1,1,1
4531,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4532,2.71,3.57,3.14,3.64,3.57,3,1,2,0,0,1,1
4533,2.71,3.57,3.14,3.64,3.57,0,1,0,0,0,0,0
4534,2.71,3.57,3.14,3.64,3.57,1,1,1,0,0,0,0
4535,2.71,3.57,3.14,3.64,3.57,2,0,2,0,0,0,1
4536,2.71,3.57,3.14,3.64,3.57,2,5,0,1,2,1,1
4537,2.71,3.57,3.14,3.64,3.57,2,2,1,1,0,0,0
4538,2.71,3.57,3.14,3.64,3.57,2,1,1,1,1,1,1
4539,2.71,3.57,3.14,3.64,3.57,2,1,2,1,0,0,1
4540,2.71,3.57,3.14,3.64,3.57,3,0,2,0,0,0,2
4541,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,1
4542,2.71,3.57,3.14,3.64,3.57,2,0,2,0,0,0,0
4543,2.71,3.57,3.14,3.64,3.57,1,2,0,0,1,0,2
4544,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,1
4545,2.71,3.57,3.14,3.64,3.57,3,2,3,0,0,1,3
4546,2.71,3.57,3.14,3.64,3.57,0,1,0,1,1,0,0
4547,2.71,3.57,3.14,3.64,3.57,3,2,2,1,1,2,1
4548,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4549,2.71,3.57,3.14,3.64,3.57,4,3,4,3,0,1,2
4550,2.71,3.57,3.14,3.64,3.57,4,1,2,1,0,1,1
4551,2.71,3.57,3.14,3.64,3.57,2,1,0,1,0,0,0
4552,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,0
4553,2.71,3.57,3.14,3.64,3.57,5,0,5,0,0,0,1
4554,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,0
4555,2.71,3.57,3.14,3.64,3.57,5,2,3,0,0,1,0
4556,2.71,3.57,3.14,3.64,3.57,2,2,1,2,0,1,0
4557,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,1
4558,2.71,3.57,3.14,3.64,3.57,4,3,1,1,1,1,1
4559,2.71,3.57,3.14,3.64,3.57,5,1,5,1,1,1,3
4560,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4561,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4562,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4563,2.71,3.57,3.14,3.64,3.57,5,2,4,0,0,0,3
4564,2.71,3.57,3.14,3.64,3.57,2,1,2,0,1,1,2
4565,2.71,3.57,3.14,3.64,3.57,1,2,0,1,1,0,2
4566,2.71,3.57,3.14,3.64,3.57,1,2,1,1,2,1,1
4567,2.71,3.57,3.14,3.64,3.57,1,0,0,1,1,0,0
4568,2.71,3.57,3.14,3.64,3.57,3,1,2,0,0,1,3
4569,2.71,3.57,3.14,3.64,3.57,3,0,3,0,0,0,2
4570,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,0
4571,2.71,3.57,3.14,3.64,3.57,0,1,0,0,0,0,1
4572,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,0
4573,2.71,3.57,3.14,3.64,3.57,1,2,1,0,0,0,2
4574,2.71,3.57,3.14,3.64,3.57,2,0,1,0,0,0,1
4575,2.71,3.57,3.14,3.64,3.57,3,0,0,0,0,0,0
4576,2.71,3.57,3.14,3.64,3.57,4,0,4,0,0,0,1
4577,2.71,3.57,3.14,3.64,3.57,0,1,1,1,1,0,0
4578,2.71,3.57,3.14,3.64,3.57,3,1,3,1,0,1,2
4579,2.71,3.57,3.14,3.64,3.57,2,0,1,1,0,0,2
4580,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4581,2.71,3.57,3.14,3.64,3.57,0,2,0,0,0,1,0
4582,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4583,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4584,2.71,3.57,3.14,3.64,3.57,1,3,1,2,1,0,1
4585,2.71,3.57,3.14,3.64,3.57,2,2,2,1,1,0,0
4586,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4587,2.71,3.57,3.14,3.64,3.57,2,0,2,0,0,0,0
4588,2.71,3.57,3.14,3.64,3.57,0,1,0,0,0,0,0
4589,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4590,2.71,3.57,3.14,3.64,3.57,0,1,0,0,0,0,0
4591,2.71,3.57,3.14,3.64,3.57,1,1,0,0,0,0,0
4592,2.71,3.57,3.14,3.64,3.57,2,1,2,0,0,0,1
4593,2.71,3.57,3.14,3.64,3.57,0,0,0,0,0,0,0
4594,2.71,3.57,3.14,3.64,3.57,1,2,0,0,0,0,0
4595,2.71,3.57,3.14,3.64,3.57,1,0,0,0,0,0,1
4596,2.71,3.57,3.14,3.64,3.57,3,1,3,1,1,1,1
4597,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,2
4598,2.71,3.57,3.14,3.64,3.57,2,1,2,0,0,0,2
4599,2.71,3.57,3.14,3.64,3.57,1,1,0,0,0,0,0
4600,2.71,3.57,3.14,3.64,3.57,3,0,2,0,0,0,1
4601,2.71,3.57,3.14,3.64,3.57,1,1,0,1,0,0,1
4602,2.71,3.57,3.14,3.64,3.57,1,0,1,0,1,1,2
4603,2.71,3.57,3.14,3.64,3.57,1,0,1,0,0,0,1
4604,2.71,3.57,3.14,3.64,3.57,6,1,2,0,1,0,3
4605,2.71,3.57,3.14,3.64,3.57,1,1,0,1,1,0,1
4606,2.71,3.57,3.14,3.64,3.57,1,1,0,1,0,0,0
4607,2.71,3.57,3.14,3.64,3.57,1,0,1,0,1,0,1
4608,4.25,1.55,4.45,4.35,3.8,0,1,0,0,0,0,0
4609,4.25,1.55,4.45,4.35,3.8,3,0,1,0,0,0,0
4610,4.25,1.55,4.45,4.35,3.8,0,1,0,0,0,0,0
4611,4.25,1.55,4.45,4.35,3.8,1,1,1,1,0,0,1
4612,4.25,1.55,4.45,4.35,3.8,2,1,1,0,0,0,1
4613,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,0
4614,4.25,1.55,4.45,4.35,3.8,0,2,0,1,1,0,0
4615,4.25,1.55,4.45,4.35,3.8,3,2,0,0,0,0,2
4616,4.25,1.55,4.45,4.35,3.8,0,0,0,0,0,0,0
4617,4.25,1.55,4.45,4.35,3.8,4,0,4,0,0,0,4
4618,4.25,1.55,4.45,4.35,3.8,1,3,1,1,2,2,3
4619,4.25,1.55,4.45,4.35,3.8,3,1,2,1,1,1,2
4620,4.25,1.55,4.45,4.35,3.8,5,1,4,1,1,1,3
4621,4.25,1.55,4.45,4.35,3.8,0,0,0,0,0,0,0
4622,4.25,1.55,4.45,4.35,3.8,2,0,1,0,0,0,1
4623,4.25,1.55,4.45,4.35,3.8,2,0,3,0,0,0,3
4624,4.25,1.55,4.45,4.35,3.8,3,0,2,0,0,0,2
4625,4.25,1.55,4.45,4.35,3.8,1,1,0,0,0,0,1
4626,4.25,1.55,4.45,4.35,3.8,1,3,1,1,2,2,1
4627,4.25,1.55,4.45,4.35,3.8,1,2,0,0,1,0,1
4628,4.25,1.55,4.45,4.35,3.8,5,2,1,1,1,1,1
4629,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,1
4630,4.25,1.55,4.45,4.35,3.8,1,0,1,0,0,0,0
4631,4.25,1.55,4.45,4.35,3.8,2,1,1,0,0,0,0
4632,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,0
4633,4.25,1.55,4.45,4.35,3.8,4,1,1,0,0,0,0
4634,4.25,1.55,4.45,4.35,3.8,3,0,1,0,0,0,0
4635,4.25,1.55,4.45,4.35,3.8,5,0,2,0,0,0,0
4636,4.25,1.55,4.45,4.35,3.8,0,2,0,0,0,0,2
4637,4.25,1.55,4.45,4.35,3.8,5,2,1,1,1,1,1
4638,4.25,1.55,4.45,4.35,3.8,2,3,1,0,0,0,0
4639,4.25,1.55,4.45,4.35,3.8,0,2,0,2,2,0,0
4640,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,0
4641,4.25,1.55,4.45,4.35,3.8,1,1,0,1,0,0,0
4642,4.25,1.55,4.45,4.35,3.8,2,0,0,0,1,0,0
4643,4.25,1.55,4.45,4.35,3.8,2,1,1,0,0,0,2
4644,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,0
4645,4.25,1.55,4.45,4.35,3.8,0,0,0,0,0,0,0
4646,4.25,1.55,4.45,4.35,3.8,4,1,1,0,0,0,2
4647,4.25,1.55,4.45,4.35,3.8,1,0,0,0,0,0,0
4648,4.25,1.55,4.45,4.35,3.8,3,2,1,1,1,0,1
4649,4.25,1.55,4.45,4.35,3.8,1,2,0,1,0,0,1
4650,4.25,1.55,4.45,4.35,3.8,1,1,1,1,2,1,1
4651,4.25,1.55,4.45,4.35,3.8,0,0,0,0,0,0,0
4652,4.25,1.55,4.45,4.35,3.8,2,2,0,2,3,2,0
4653,4.25,1.55,4.45,4.35,3.8,3,0,2,0,0,0,2
4654,4.25,1.55,4.45,4.35,3.8,2,0,1,0,0,0,2
4655,4.25,1.55,4.45,4.35,3.8,0,4,0,3,1,1,0
4656,4.25,1.55,4.45,4.35,3.8,0,1,0,1,0,0,0
